STATUS,cEXT,cAGR,cNEU,cCON,cOPN
s  brain  feels  tired  stupid  sat  making  be  sit  in  a  room  for  4  hours  when  it  should  only  take  2  12 ,n,n,n,n,n
is  tired  and  his  pupils  are  still  dominating  each  respective  iris  can  anyone  say  super  night  vision ,n,n,n,n,n
just  reliezed  that  devouring  chinese  food  the  night  before  a  6k  test  isnt  the  best  choice  of  foods  to  have  consumed  if  he  wanted  to  do  well  on  the  test ,n,n,n,n,n
saw  the  mouse  trap  it  was  positively  amazing  great  work  to  everyone ,n,n,n,n,n
woke  up  from  sleeping  over  13  hours  about  a  12  hour  ago ,n,n,n,n,n
s  sister  ate  5xs  more  than  he  did  she  is  55  and  112lbs  in  her  first  sitting  than  he  did  the  entire  meal ,n,n,n,n,n
watched  transformers  ii  with  propname  has  a  neuro  appointment  tomorrow  and  cant  find  the  headache  log  made  pretty  good  pastries  will  have  them  perfected  when  the  next  batch  is  made ,n,n,n,n,n
black  friday  shopping  propname  fun  black  friday  waking  up    3hours  of  sleep  yet  somehow  am  oddly  awake  even  if  ive  already  had  a  full  day  before  noon ,n,n,n,n,n
got  to  sleep  in  like  an  hour  only  to  wake  up  at  4  black  friday  shopping  with  propname ,n,n,n,n,n
hears  whale  calls  literally  there  is  a  nature  video  playing  in  the  backround ,n,n,n,n,n
has  the  words  merry  christmas  written  in  rope  lights  hung  in  the  front  window  of  his  house ,n,n,n,n,n
oh  the  weather  outside  is  frightful ,n,n,n,n,n
still  has  glitter  stuck  on  his  fingers  thanks  propname   ,n,n,n,n,n
rawwaarwaarr ,n,n,n,n,n
feels  the  sleepy  its  not  even  late  yet ,n,n,n,n,n
hid  in  the  closet  for  the  majority  of  the  day ,n,n,n,n,n
hung  out  at  propnames  today  wrapping  presents  then  went  to  the  park  and  played  on  the  swing  sets  can  anyone  say  awesome ,n,n,n,n,n
riverside  is  a  strange  and  wonderious  mostly  strange  place  were  when  you  show  up  at  noon  you  are  required  to  murder  avocados  and  eat  dinner  at  330  merry  christmas  world  im  stranded  with  my  family ,n,n,n,n,n
saw  pictures  of  his  brain  slice  by  slice  has  mild  brain  damage  from  his  headaches  and  migraines  nonlethal  so    happy ,n,n,n,n,n
if  youre  wondering  if  i  want  you  to  i  want  you  to  so  make  a  move  cause  i  aint  got  all  nightweezer ,n,n,n,n,n
s  head  is  better  finally ,n,n,n,n,n
loves  his  mind  hates  his  head ,n,n,n,n,n
is  eating  dinasour  oatmeal ,n,n,n,n,n
thank  you  world  now  if  you  dont  mind  im  going  to  get  some  sleep  its  a  new  decade  that  makes  us  humans  tired ,n,n,n,n,n
i  have  serenity  in  blueray  its  really  really  cool ,n,n,n,n,n
is  making  better  than  sex  cake  it  better  be  it  certainly  costs  enough ,n,n,n,n,n
santa  isnt  bringing  me  presents  this  year  he  sent  mal  and  river  to  do  it  i  dont  think  he  considered  the  noise  factor  of  serenity  though  if  any  of  you  get  the  extreeeemly  geeky  reference  im  making  just  smile  and  accept  that  every  year  i  wish  for  firefly  to  start  up  againhint  hint  santa ,n,n,n,n,n
i  harbor  a  strong  distaste  for  6ks ,n,n,n,n,n
1  honest  answer  you  can  ask  me  one  question  send  it  to  my  inbox    any  question  no  matter  how  awkward  it  can  be  ill  answer  it  honestly  theres  no  catch  but  i  dare  you  to  post  this  as  your  status  and  see  what  people  ask  you ,n,n,n,n,n
had  a  great  time  tonight ,n,n,n,n,n
its  only  illegal  if  you  get  caught  assuming  youre  stupid  enough  to  get  caught  in  the  first  place ,n,n,n,n,n
you  dont  seem  to  annoy  me  as  much  as  usaul  but  are  you  sure  thats  a  deficite ,n,n,n,n,n
i  hate  the  new  facebook  it  sucks ,n,n,n,n,n
there  are  two  kinds  of  people  who  sit  around  think  about  murder  all  day ,n,n,n,n,n
bets  you  cant  guess  what  he  is  doing  right  now  be  appropriate ,n,n,n,n,n
act    taco  surf    lazer  tag    one  exhausted  mind ,n,n,n,n,n
burocrazia  in  barcellona ,n,y,n,y,y
back  too  work  ufff ,n,y,n,y,y
acquazzone  monsonico  a  bcn  ed  io  con  gli  infradito   ,n,y,n,y,y
la  pioggia  su  bcn   ,n,y,n,y,y
du  durù  dudùuuuu ,n,y,n,y,y
goodbye  beautiful  budapest ,n,y,n,y,y
afternoon  on  the  beach  after  work  barcelona  where  else ,n,y,n,y,y
and  the  never  ending  thesis ,n,y,n,y,y
thesis  delivered  at  my  parents  place  a  great  moment ,n,y,n,y,y
discussione  della  tesi  domani  alle  1630  in  bocconi  aula  n32  tutti  invitati ,n,y,n,y,y
milano  at  home  sweet  home ,n,y,n,y,y
fra  5  ore  sarà  tutto  finito  aaaaaaaaahhhhhhhhhhhhhhh ,n,y,n,y,y
tomorrow  budapest ,n,y,n,y,y
tomorrow  geneva  a  new  start ,n,y,n,y,y
snow  storm  in  geneva ,n,y,n,y,y
dottore  con  lode  e  sotto  la  neve  what  else ,n,y,n,y,y
snow  on  geneva ,n,y,n,y,y
has  started  reading  confessions  of  a  shopaholici  do  exactly  the  same ,n,y,n,y,y
has  gone  over  to  the  dark  side ,n,y,n,y,y
results  are  out  early  cant  look  os ,n,y,n,y,y
back  in  carolina ,n,n,y,n,n
just  stepped  foot  in  philly  unpackin  get  at  me  if  youre  in  town  3369060860 ,n,n,y,n,n
quick  run ,n,n,y,n,n
is  in  nyc  chillin  out ,n,n,y,n,n
facebook  is  entirely  too  distracting  cell  me  if  ya  need  me ,n,n,y,n,n
at  the  library  knockin  out  some  legal  writing  homework ,n,n,y,n,n
busy  busy ,n,n,y,n,n
cant  believe  hes  in  law  school  right  now  and  therefore  actually  a  poor  college  student  once  again  yipee ,n,n,y,n,n
  the  gym ,n,n,y,n,n
pandora  is  in  fact  the  greatest  invention  of  all  time  i  owe  my  entire  current  quasisanity  to  its  existence ,n,n,y,n,n
         ,n,n,y,n,n
yrarbil ,n,n,y,n,n
has  anyone  ever  told  you  that  you  must  be  having  a  case  of  the  mundays  no  fuck  no  man  i  imagine  youd  get  your  ass  kicked  saying  something  like  that ,n,n,y,n,n
does  the  reading  ever  end ,n,n,y,n,n
disclaimer  i  do  in  fact  listen  to  rap ,n,n,y,n,n
i  believe  my  cell  phone  is  officially  broken  beyond  repair ,n,n,y,n,n
chillin  out  to  some  counting  crows ,n,n,y,n,n
haha  really  a  safety  for  the  win  go  heels ,n,n,y,n,n
i  think  i  read  that  in  a  book  somewhere  are  you  sure  it  was  a  book  are  you  sure  it  wasnt  nothing  oh  ya ,n,n,y,n,n
apparently  youre  not  a  golfer ,n,n,y,n,n
i  dont  know  what  you  do  but  i  do  thangs    yah  i  have  no  idea ,n,n,y,n,n
c  legal  writing  sucks  r  something  is  deemed  to  suck  if  it  takes  an  innordinate  amount  of  time  to  complete  in  mind  numbing  silence  that  slowly  drives  you  fucking  crazy  e  in  berkovitch  it  was  determined  that  working  on  pennoyer  an  outdated  case  that  has  no  bearing  on  actual  modern  day  law  sucks  because  it  took  over  5  hours  and  drove  him  fucking  crazy ,n,n,y,n,n
beware  uncaged  coral ,n,n,y,n,n
divine  apathy  disease  of  my  youth  watch  that  you  dont  catch  it  it  says  son  time  is  all  the  luck  you  need ,n,n,y,n,n
so  wish  i  had  the  time  to  watch  the  steelers  stomp  on  the  bears ,n,n,y,n,n
thank  you ,n,n,y,n,n
damn  it  feels  good  to  be  a  gangster ,n,n,y,n,n
if  you  take  any  part  in  disturbing  my  nap  i  will  probably  end  your  life  youve  been  warned ,n,n,y,n,n
pc  load  letter  what  the  fuck  does  that  mean ,n,n,y,n,n
sometimes  we  take  chances  sometimes  we  take  pills  i  can  write  it  better  than  you  ever  felt  it ,n,n,y,n,n
  a  teenage  vow  in  a  parking  lot  till  tonight  do  us  part    haha  love  it ,n,n,y,n,n
i  3  law  school ,n,n,y,n,n
shit  bercovitch  made  the  yankee  hat  more  popular  than  a  yankee  can ,n,n,y,n,n
sigh ,n,n,y,n,n
checkin  out  the  new  gym ,n,n,y,n,n
great  ambition  and  conquest  without  contribution  is  without  significance ,n,n,y,n,n
i  want  this  shit  forever  man ,n,n,y,n,n
dear  homeowner  i  apologize  for  contributing  to  the  destruction  of  your  plastic  fence  though  you  will  be  pleased  to  know  that  we  did  indeed  reach  our  destination  and  rocked  out  with  our  cocks  out  okay  not  really  but  we  did  rock  out ,n,n,y,n,n
must  be  a  quarter  life  crisis ,n,n,y,n,n
i  suggest  we  learn  to  love  ourselves  before  its  made  illegal ,n,n,y,n,n
chivalry  has  not  timeline    propname  haha  what ,n,n,y,n,n
she  checkin  out  my  dougie  like  shes  patty  mayonnaise    really  people  get  paid  to  come  up  with  this  shit  second  guessing  my  career  path  shoulda  been  a  rapper  i  could  totally  pull  off  a  grill ,n,n,y,n,n
leebrary ,n,n,y,n,n
torts  aka  intro  to  ambulance  chasing ,n,n,y,n,n
the  q  is  back ,n,n,y,n,n
shit  i  didnt  pass  the  bar  but  i  know  a  little  bit  enough  where  you  wont  illegally  search  my  shit ,n,n,y,n,n
time  is  all  the  luck  you  need ,n,n,y,n,n
res  ipsa  loquitur  sed  quid  in  infernos  dicet ,n,n,y,n,n
hey  whats  your  favorite  planet  mines  the  sun  cause  its  like  the  king  of  all  the  planets ,n,n,y,n,n
  its  a  very  dangerous  time  the  coalition  for  reason  is  extremely  weak ,n,n,y,n,n
my  schedule  next  semester  sucks  balls ,n,n,y,n,n
does  anyone  have  my  civ  pro  paper ,n,n,y,n,n
i  paid  everything  to  roll  the  dice  just  one  more  time ,n,n,y,n,n
i  feel  stupid  but  its  something  that  comes  and  goes ,n,n,y,n,n
sue  ok  but  change  your  pic  on  fb  it  sucks    my  mother  on  facebook  chat  you  know  you  look  like  shit  when  your  own  mother  calls  you  out  on  it  lol ,n,n,y,n,n
quote  of  the  day  my  ex  had  themhaving  saggy  balls  slap  u  during  sex  its  the  most  discusting  thing  ever ,n,n,y,n,n
28  usc  §76  no  excuses  play  like  a  champion ,n,n,y,n,n
those  left  standing  will  make  millions  writing  books  on  the  way  it  should  have  been ,n,n,y,n,n
pardon  me  while  i  burst ,n,n,y,n,n
so  propname  has  smores  on  the  menu  and  apparently  im  going  to  be  forced  to  eat  one  within  the  next  five  minutes  i  feel  like  im  at  a  damn  campfire ,n,n,y,n,n
she  saw  the  truck  coming  and  stepped  on  the  gas  in  order  to  become  airborne  because  she  knew  she  could  fly  because  batman  does  it  173  nw2d  619  wisc  1970 ,n,n,y,n,n
the  new  droid  phone  is  the  sweetest  phone  ever  xmas  has  come  early  bitches ,n,n,y,n,n
funny  the  way  it  is  when  you  think  about  it  one  kid  walks  10  miles  to  school  while  anothers  dropping  out ,n,n,y,n,n
i  want  a  puppy  dammit ,n,n,y,n,n
naps  suck  someone  shoulda  woke  me  dammit ,n,n,y,n,n
coincidence  is  gods  way  of  remaining  anonymous    einstein ,n,n,y,n,n
a  perfection  of  means  and  a  confusion  of  aims  seems  to  be  our  main  problem ,n,n,y,n,n
is  beginning  to  understand  the  correlation  between  the  titles  esquire  and  alcoholic ,n,n,y,n,n
damn  you  oliet ,n,n,y,n,n
steelers ,n,n,y,n,n
no  you  said  filipino  thats  a  nationality    thank  you  cam ,n,n,y,n,n
the  headline  reads  the  defendant  hangs  but  the  jury  doesnt ,n,n,y,n,n
anyone  else  in  international  law  next  semester ,n,n,y,n,n
im  out  like  a  fat  kid  in  dodge  ball ,n,n,y,n,n
memoathon  weekend   ,n,n,y,n,n
steelers ,n,n,y,n,n
gym  then  back  to  the  leebrary    wow ,n,n,y,n,n
villanova  wildcats    georgetown  hoyas ,n,n,y,n,n
1l  of  a  week ,n,n,y,n,n
so  i  got  tired  of  learning  about  the  law  in  the  abstract  and  decided  that  id  go  ahead  and  have  a  cop  issue  me  with  a  citation  for  a  court  appearance  yay  field  trip ,n,n,y,n,n
volcano  insurance  weve  never  had  a  volcano  eruption  here  well  dont  you  think  were  due  for  one  then  propname ,n,n,y,n,n
90s  music  iswas  the  shit ,n,n,y,n,n
i  got  five  on  it ,n,n,y,n,n
where  the    is  my  nm  found  it ,n,n,y,n,n
tell  me  do  you  think  itd  be  alright  if  i  just  crashed  here  tonight  see  im  in  no  shape  for  driving  and  anyways  i  got  no  place  to  go ,n,n,y,n,n
a  this  fucking  memo  takes  more  than  5  hours  and  drives  the  reasonable  person  fucking  crazy  c  therefore  legal  writing  fucking  sucks ,n,n,y,n,n
grave  digger  when  you  dig  my  grave  could  you  make  it  shallow  so  i  can  feel  the  rain ,n,n,y,n,n
im  like  a  lawyer  with  the  way  im  always  trying  to  get  you  off ,n,n,y,n,n
  and  its  been  so  long  since  ive  seen  the  ocean  guess  i  should ,n,n,y,n,n
dreaming  about  providence  and  whether  mice  and  men  get  second  tries ,n,n,y,n,n
when  the    is  facebook  going  to  create  a  dislike  button ,n,n,y,n,n
jäg  äslkar  sverige  d4 ,n,y,n,n,n
sweden  d1 ,n,y,n,n,n
d  6  till  sweden  3 ,n,y,n,n,n
bestanden ,n,y,n,n,n
morgen  rettungshelferprüfung   ,n,y,n,n,n
just  bought  my  woa  ticket  m ,n,y,n,n,n
happy  anniversary  to  me  and  the  hubby  3  3  years  married  today    cant  you  tell  by  the  humidity  lol ,n,y,n,y,y
having  some  me  time  for  the  1st  time  in  a  long  long  time ,n,y,n,y,y
just  keep  swimming  just  keep  swimming  swimming    propname  finding  nemo  its  stuck  in  my  head  forever  or  until  were  out  of  this  phase  lol ,n,y,n,y,y
the  seaweed  is  always  greener  in  somebody  elses  lake ,n,y,n,y,y
packing  cleaning  and  wiping  the  little  nose ,n,y,n,y,y
have  a  great  week  everyone  see  you  next  week  when  we  return  from  our  family  fun  3 ,n,y,n,y,y
packing  cant  wait  for  one  last  blast  of  summer  3  turks  and  caicos ,n,y,n,y,y
croup    let  the  nighttime  fun  begin ,n,y,n,y,y
nebulizer  was  not  fun  tonight   ,n,y,n,y,y
all  the  laundry  is  done  ahhhhhhhhh  lol ,n,y,n,y,y
i  still  dont  get  what  twitter  even  is  im  officially  out  of  touch  or  something  like  that ,n,y,n,y,y
an  eye  for  an  eye  leaves  the  whole  world  blind ,n,y,n,y,y
boo  at  the  zoo  and  trick  or  treating  2009  were  awesome ,n,y,n,y,y
editing  the  personal  statement  for  graduate  school ,n,y,n,y,y
nyu  graduate  application  just  about  complete ,n,y,n,y,y
lets  go  yankeeeesss ,n,y,n,y,y
rain  drops  keep  falling  on  my  head ,n,y,n,y,y
happy  halloween ,n,y,n,y,y
be  it  ever  so  humble  i  love  my  own  bed  3 ,n,y,n,y,y
writing  a  personal  statement  for  graduate  school ,n,y,n,y,y
propname  grams  made  in  mexico  are  you  serious  kraft ,n,y,n,y,y
propname  has  been  golfing  in  the  living  room  since  1230  this  afternoon  lol  this  wii  is  crazy ,n,y,n,y,y
excited  my  holiday  shopping  is  done  but  more  excited  about  my  nephews  first  holiday  show  is  tonight  3  3  3 ,n,y,n,y,y
propname  loves  sweet  potatoes  and  vanilla  ice  cream  best  lol  how  bout  you ,n,y,n,y,y
cleaning  laundry  baking  cookies  listening  to  christmas  music ,n,y,n,y,y
loving  propnames  first  real  snow  day  with  the  family ,n,y,n,y,y
happy  new  year  night  night  i  have  to  work  in  7  hours  3 ,n,y,n,y,y
so  excited  i  can  french  braid  propnames  hair  now  lol ,n,y,n,y,y
loving  the  air  conditioning  right  now  almost  as  much  as  my  brother  propname  lol ,n,y,n,y,y
cant  believe  the  ending  of  this  past  season  dexter ,n,y,n,y,y
nothing  like  the  quiet  peacefulness  of  watching  my  sleeping  baby ,n,y,n,y,y
up  so  early  so  much  to  do ,n,y,n,y,y
merry  christmas  everyone ,n,y,n,y,y
jf  you  making  pancakes  propname  me  of  course  jf  any  of  the  coffee  left  me  sure  you  want  anything  in  it  jf  no  black  like  my  soul  me  no  sugar  jf  are  you  kidding  im  sweet  enough  and  thats  how  it  was  for  26  years  3  semper  fi  uncle  propname ,n,y,n,y,y
today  its  time  to  clean  this  place  and  get  the  laundry  done ,n,y,n,y,y
missing  the  hubby  out  on  boys  night  out  3  lol ,n,y,n,y,y
feeling  better  today  but  2010  is  kicking  my  bootie  what  a  depressing  two  weeks ,n,y,n,y,y
happy  birthday  to  my  lover  boy  you  are  the  best  3 ,n,y,n,y,y
snowed  in ,n,y,n,y,y
i  cant  get  my  pictures  to  rotate  properly    lol    but  happy  valentines  day  to  all  propname  and  i  have  been  together  since  2002  and  were  married  in  2006  3 ,n,y,n,y,y
we  had  so  much  fun  at  propnames  4th  birthday  party  3 ,n,y,n,y,y
happy  valentines  day ,n,y,n,y,y
it  would  be  so  nice  if  that  dog  didnt  bark  every  night ,n,y,n,y,y
got  up  early  today  for  a  trip  to  hamburg    oh  gosh  its  0710  cant  wait  to  hit  the  sheets  again   ,n,n,n,y,n
is  in  ffm ,n,n,n,y,n
dobré  ráno ,n,n,n,y,n
bloody  mondays ,n,n,n,y,n
first  evening  in  shang  hai ,n,n,n,y,n
thx  everyone  for  sending  the  vpn  tools  all  blocked  sites  are  accessible  with  superb  connection  o ,n,n,n,y,n
opening  a  bank  account  in  china  went  really  fast  you  sign  6  documents  and  they  immediately  print  out  a  card  and  pincode  the  whole  process  took  about  25minutes  moved  into  my  apartment  today  as  well  good  location  nice  furniture  good  view  but  an  odd  bathroom  and  a  very  minimalistic  hallway     ,n,n,n,y,n
9minutes ,n,n,n,y,n
had  an  exciting  day  in  the  office  big  lunch  with  the  new  team  etc  the  office  manager  is  a  real  sweetheart  bit  of  tomboy  attitude  rough  but  cordial  i  think  i  will  fall  in  love  with  her ,n,n,n,y,n
bloody  monday  is  done  in  53minutes   ,n,n,n,y,n
easy  sunday ,n,n,n,y,n
the  early  bird  catches  the  worm ,n,n,n,y,n
superb ,n,n,n,y,n
lazy  holidays ,n,n,n,y,n
merry  christmas    all  the  love  propname  o  xxxxxxxxxxxxxxxxxxxxxxxxxxxxx ,n,n,n,y,n
helsinki ,n,n,n,y,n
can  someone  download  the  latest  version  of  the  anchorfree  hotspotshield  for  me  i  cant  download  this  stuff  in  china  it  seems  to  be  impossible  and  start  to  annoy  me  pleeeeeeeeeeeeeease  xxx  all  the  love    propname ,n,n,n,y,n
finally  got  his  zvisa  and  is  so  over  the  winter ,n,n,n,y,n
0058  midnight  soooo  tired ,n,n,n,y,n
is  officially  certified  to  teach  english  abroad  now  to  find  a  job     ,n,n,y,n,n
am  i  the  only  one  that  hates  the  new  shakira  song  its  horrible ,n,n,y,n,n
gooo  gators ,n,n,y,n,n
why  is  there  always  a  gunman  on  usf  campus    didnt  have  to  worry  about  that  crap  in  gainesville ,n,n,y,n,n
is  getting  anxious  about  thailand  and  money   ,n,n,y,n,n
looking  to  go  to  the  gator  game  if  anyone  is  selling  a  ticket  student  or  non ,n,n,y,n,n
just  got  to  thailand  korean  air  best  airlne  ever  but  sitting  for  20  hours  sucks  no  matter  how  good  the  movies  are ,n,n,y,n,n
going  ot  ko  chang  island  to  hopefully  ride  some  elephants ,n,n,y,n,n
i  was  one  of  the  lucky  ones  to  get  air  conditioning  and  internet  in  my  apt  in  thailand  yay ,n,n,y,n,n
last  day  in  ko  chang      but  teaching  starts  monday     ,n,n,y,n,n
ive  been  wondering  why  no  one  can  leave  me  wall  post    figured  it  out  yay ,n,n,y,n,n
yeah  about  that  hot  water ,n,n,y,n,n
12  days  and  counting    oh  and  surrogates  sucked  save  your  money  unless  your  want  to  see  a  crappy  version  of  i  robot ,n,n,y,n,n
after  teaching  for  just  3  weeks  i  finally  understand  the  importance  coffee  plays  in  peoples  everyday  lives ,n,n,y,n,n
never  seen  a  10  year  old  and  a  60  year  old  driving  a  motorcycle  on  the  same  steet  until  today   ,n,n,y,n,n
so  i  was  watching  the  news  in  thai  and  they  showed  a  picture  of  the  earth  and  the  sun  and  a  big  comet  like  solar  flare  thing  circling  the  sun  umm  is  there  something  i  should  know  do  i  need  to  find  a  bomb  shelter  i  am  so  out  of  the  news  loop  i  found  out  the  us  health  bill  passed  on  facebook  for  god  sakes ,n,n,y,n,n
tahtako  is  small  and  no  one  speaks  english  but  the  people  are  friendly ,n,n,y,n,n
lesson  planning  sucks    so  im  procrastinating ,n,n,y,n,n
is  not  looking  forward  to  this  reeeeeally  long  flight ,n,n,y,n,n
3  day  weekend  going  to  chaing  mai  if  anyone  is  going  to  be  there  call  us ,n,n,y,n,n
i  was  woke  up  at  730  in  the  morning  on  sun  by  my  mother  informing  me  of  the  gator  loss  if  i  wasnt  so  hungover  i  probably  would  have  cried      i  still  love  you  gators ,n,n,y,n,n
im  wondering  if  i  can  make  it  through  another  3  days  of  singing  head  shoulders  knees  and  toes  10  times  each  day ,n,n,y,n,n
mash  potatoes  were  a  big  hit  in  thailand ,n,n,y,n,n
i  love  propname  i  cant  believe  she  died     ,n,n,y,n,n
just  let  me  live  my  life  propname ,n,n,y,n,n
not  doing  too  well  in  the  coordination  department  today  i  ran  the  motorbike  up  some  stair  this  morning  and  almost  ate  it  just  now  yet  again  on  some  stairs ,n,n,y,n,n
at  the  beach  in  bang  saphan  didnt  know  how  much  id  missed  the  water  till  i  got  here ,n,n,y,n,n
i  feel  like  its  the  end  of  an  era  in  gator  football      i  am  so  lucky  and  thankful  i  got  to  go  to  uf  when  i  did  thank  you  tebow  and  thank  you  urban ,n,n,y,n,n
oh  bangkok  i  will  miss  you  and  your  lady  boy  calypso  show  haha ,n,n,y,n,n
class  of  40  kids    3  showed  up  because  it  rained  that  would  never  fly  in  florida ,n,n,y,n,n
i  have  one  homework  assignment  for  one  easy  weekend  class  and  i  cant  bring  myself  to  do  it    holy  procrastinator  whats  wrong  with  me ,n,n,y,n,n
avatar  was  amazing  i  loved  it  spend  the  money  and  see  it  in  imax  3d  i  promise  its  worth  it ,n,n,y,n,n
watching  the  rose  bowl  online  isnt  as  much  fun  i  have  to  keep  refreshing  to  find  out  what  happened  the  last  play      go  sec ,n,n,y,n,n
yay  friday ,n,n,y,n,n
could  i  be  anymore  bored ,n,n,y,n,n
cant  wait  for  february  so  i  can  start  traveling  again ,n,n,y,n,n
it’s  hilarious  trying  to  explain  easter  to  the  thai  children  “yeah      so  there’s  this  rabbit  that  comes  to  your  house  and  hides  eggs    yes  eggs    and  then  you  eat  chocolate  that’s  shaped  like  rabbits  and  eggs      and  that’s  how  we  celebrate  the  resurrection  of  jesus  christ”  haha  they  either  have  a  really  confused  look  on  their  face  or  just  laugh ,n,n,y,n,n
an  extremely  attractive  girl  whos  flirty  personality  and  curvacious  figure  will  keep  you  coming  back  for  more  shes  typically  a  brunette  but  occasionally  acts  blonde  she  enjoys  long  relationships  and  has  many  close  guy  friends  often  mistaken  for  a  slut  but  really  isnt  she  can  also  be  a  super  bitch  if  you  get  onto  her  bad  side  dude  i  want  to  hang  out  with  that  girl  shes  such  an  propname  haha ,n,n,y,n,n
do  i  have  a  celebrity  lookalike ,n,n,y,n,n
a  kid  in  my  class  put  a  frog  down  another  kids  shirt  today  along  with  the  branches  the  frog  was  in  after  the  frog  leaves  and  branches  fell  out  of  his  shirt  the  boys  spent  5  minutes  trying  to  catch  the  frog  while  i  the  teacher  stood  in  the  corner  with  the  screaming  girls  afraid  of  the  frog  then  the  frog  peed  on  the  boy  who  caught  it  thank  god  its  a  short  school  week ,n,n,y,n,n
had  to  laugh  when  the  doctor  was  cutting  off  her  thai  good  luck  bracelets  in  order  to  put  on  a  cast ,n,n,y,n,n
lame  canada  sorry  neighbors  to  the  north  but  after  china’s  opening  olympic  ceremony  2  years  ago  that  was  just  weak  even  propname  can’t  show  up  10000  in  sync  drumming  chinamen  glad  the  us  didn’t  get  the  bid  for  2010  lol ,n,n,y,n,n
thank  you  everybody  love  you  all ,n,n,y,n,n
well  i  gotta  do  some  cleaning  and  laundry  so  i  am  off  to  the  honey  dos ,y,n,y,y,y
wishes  that  the  curveballs  would  stop  coming  soon ,y,n,y,y,y
its  been  a  long  restless  night ,y,n,y,y,y
i  wish  the  beer  was  tasting  better  tonight ,y,n,y,y,y
is  getting  ready  to  leave  town  for  the  weekend ,y,n,y,y,y
i  couldnt  sleep  good  last  night  and  really  hope  i  dont  start  getting  tired  in  the  middle  of  the  day ,y,n,y,y,y
is  not  looking  forward  to  doing  my  to  do  list  the  wife  left  me ,y,n,y,y,y
i  really  think  i  may  have  taken  to  heavy  of  a  work  load  in  my  classes  this  semester ,y,n,y,y,y
day  1  patience  say  nothing  unkind  to  your  spouse  it  is  better  to  say  nothing  than  to  say  something  you  will  regret  later ,y,n,y,y,y
off  to  try  and  sleep ,y,n,y,y,y
is  in  kuwait  soon  to  be  at  fob  warhorse  iraq ,n,n,n,y,n
anyone  want  to  sing  at  the  bakery  on  thursday  night  free  food  and  tips ,n,n,n,y,y
congratulations  propname  and  propname ,n,n,n,y,y
eeeeeehhhhhhhhh  ppppppuuuuuuuuttttttoooooooo  10  mexico ,n,n,n,y,y
mexico  city ,n,n,n,y,y
yeah  obama  lets  fix  this  thing ,n,n,n,y,y
had  an  awesome  night  with  propname  and  propname  in  mexico  city  two  bottles  of  mezcal  later ,n,n,n,y,y
propname  rocks ,n,n,n,y,y
propname  was  just  in  the  shop  and  got  strudel  for  the  entire  mayors  office ,n,n,n,y,y
congratulations  propname  newest  federal  attorney  for  the  department  of  justice ,n,n,n,y,y
my  old  email  was  hacked  please  disregard  a  weird  email  if  you  got  it  sorry ,n,n,n,y,y
its  official  were  1  best  dessert  in  la  thank  you  everyone  for  voting ,n,n,n,y,y
workin  on  my  sailboat  today ,n,n,n,y,y
new  years  resolutions  why  wait  until  january  screw  that  december  is  my  month  i  will  exercise  daily  i  will  not  fall  asleep  randomly  without  brushing  teeth  eww  i  will  clean  my  room  weekly  i  will  not  save  files  with  names  like  adsvdsq  i  will  finish  all  tasks  by  75  of  the  deadline  and  for  motivation  i  will  move  100  from  my  checking  to  my  savings  account  each  time  i  fail  go  go  selfimprovement ,n,n,n,n,y
baking  in  my  room  tt ,n,n,n,n,y
yay  left  my  flash  drive  inside  a  computer  in  a  packed  math  lab  yesterday  called  the  office  today  and  asked  them  to  check  and  it  was  still  there  now  i  can  go  back  to  sleep  woke  up  early  to  call  them  before  anyone  found  it  zzzz ,n,n,n,n,y
you  know  in  spiderman  where  he  wakes  up  puts  on  his  glasses  and  realizes  he  doesnt  need  them  anymore  yeah  i  had  that  today  then  i  realized  i  had  my  contacts  on   ,n,n,n,n,y
i  just  had  a  dream  that  combined  the  grudge    twilight    harry  potter    pokemon  malfoy  had  unsealed  the  grudge  demon  from  within  bella  and  bulbasaur  and  jigglypuff  had  to  save  the  world  wtf  that  doesnt  even  make  sense ,n,n,n,n,y
has  been  awake  for  way  too  long  listening  to  music  way  too  loudly ,n,n,n,n,y
woke  up  laughing  after  thinking  in  my  dream  good  thing  zombies  are  so  slow  then  a  zombie  drives  by  in  a  car  screaming  not  if  we  learned  how  to  drive  and  promptly  crashes  into  a  wall  d ,n,n,n,n,y
facepalm  the  person  who  last  used  this  book  underlined  all  the  bold  words  why  well  thats  what  you  get  for  5  retail  price   ,n,n,n,n,y
its  4m  and  ive  been  lying  in  bed  for  2  hours  raaagee ,n,n,n,n,y
need  a  topic  for  my  second  uc  prompt  describe  me  in  one  word  go ,n,n,n,n,y
free  shipping  is  my  downfall ,n,n,n,n,y
made  the  uc  app  my  homepage  to  stop  me  from  procrastinating  wait  why  am  i  here  ahhhh  deletes  all  bookmarks ,n,n,n,n,y
internet  downtime  ending  procrastination  since  1996 ,n,n,n,n,y
bought  so  many  things  during  cyber  monday  hes  memorized  his  credit  card  number   ,n,n,n,n,y
just  got  a  new  chair  i  dont  know  what  passive  lumbar  support  means  but  damn  does  it  feel  good ,n,n,n,n,y
i  hate  you  lab  writeups ,n,n,n,n,y
dilemnia  its  3am  and  i  wanted  to  blast  music  through  my  speakers   ,n,n,n,n,y
